Unnamed: 0,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2
18386.0,Brazil,Barreiros,31.0,Good,1.0,Good,22.0,Good,0.0,Good,31.0,L0,4.2395104225
18387.0,Ecuador,Cariamanga,41.0,Good,1.0,Good,31.0,Good,2.0,Good,41.0,L0,11.88979347
18388.0,United States of America,Cartersville,66.0,Moderate,1.0,Good,32.0,Good,1.0,Good,66.0,L1,3.971527594
18389.0,United States of America,Carthage,60.0,Moderate,1.0,Good,31.0,Good,2.0,Good,60.0,L1,2.503639589
18390.0,Brazil,Catende,25.0,Good,1.0,Good,17.0,Good,1.0,Good,25.0,L0,4.673384856
18391.0,Brazil,Caxias,49.0,Good,1.0,Good,7.0,Good,1.0,Good,49.0,L0,3.546662009
18392.0,South Africa,Bronkhorstspruit,50.0,Unhealthy,1.0,Good,15.0,Good,1.0,Good,50.0,L3,12.81989993
18393.0,India,Budhlada,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,0.0,Good,50.0,L3,-0.121912935
18394.0,United States of America,Bakersfield,61.0,Moderate,1.0,Good,22.0,Good,1.0,Good,61.0,L1,4.889092206
18395.0,Thailand,Bamnet Narong,24.0,Good,1.0,Good,24.0,Good,0.0,Good,21.0,L0,-7.54658593
18396.0,India,Banapur,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,6.211764154
18397.0,,Bang Lamung,37.0,Good,1.0,Good,17.0,Good,1.0,Good,37.0,L0,9.225339432
18398.0,Slovakia,Bardejov,71.0,Moderate,1.0,Good,42.0,Good,0.0,Good,71.0,L1,-3.729932605
18399.0,Philippines,Bislig,31.0,Good,1.0,Good,18.0,Good,0.0,Good,31.0,L0,2.046258572
18400.0,Indonesia,Blora,81.0,Moderate,1.0,,31.0,Moderate,1.0,Good,81.0,L1,-5.019657032
18401.0,Sweden,Boden,32.0,Good,1.0,Good,32.0,Good,0.0,Good,6.0,L0,3.839733902
18402.0,Poland,Boleslawiec,71.0,Moderate,1.0,Good,39.0,Good,1.0,Good,71.0,L1,6.130872983
18403.0,Brazil,Boqueirao,39.0,Good,1.0,,13.0,Good,1.0,Good,39.0,L0,3.917378712
18404.0,Mali,Bougouni,89.0,Moderate,1.0,Good,31.0,Good,0.0,Good,89.0,L1,0.790659626
18405.0,Germany,Bretzfeld,55.0,Moderate,1.0,Good,37.0,Good,3.0,Good,55.0,L1,-6.920848869
18406.0,Serbia,Becej,57.0,Moderate,1.0,Good,46.0,Good,0.0,Good,57.0,L1,-2.407794395
18407.0,Ukraine,Berezhany,63.0,Moderate,1.0,Good,29.0,Good,2.0,Good,63.0,L1,10.08237765
18408.0,Germany,Bergneustadt,64.0,Moderate,1.0,Good,33.0,Good,4.0,Good,64.0,L1,8.194895441
18409.0,Turkey,Besikduzu,32.0,Good,1.0,Good,32.0,Good,0.0,Good,14.0,L0,3.343302761
18410.0,India,Aurad,50.0,Unhealthy,1.0,Good,41.0,Good,0.0,Good,50.0,L3,4.611466073
18411.0,Germany,Bad Bramstedt,51.0,Moderate,1.0,Good,31.0,Good,4.0,Good,51.0,L1,-1.338093827
18412.0,Germany,Bad Soden Salmunster,67.0,Moderate,1.0,Good,38.0,Good,4.0,Good,67.0,L1,10.25316452
18413.0,Togo,Badou,59.0,Moderate,1.0,Good,18.0,Good,0.0,Good,59.0,L1,0.204252389
18414.0,Italy,Arluno,68.0,Moderate,1.0,Good,37.0,Good,3.0,Good,68.0,L1,5.986378815
18415.0,Egypt,Asyut,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,-2.83950667
18416.0,Togo,Bafilo,43.0,Good,1.0,,19.0,Good,0.0,Good,43.0,L0,2.908966458
18417.0,France,Bailleul,37.0,Good,1.0,Good,37.0,Good,0.0,Good,37.0,L0,10.04218636
18418.0,India,Baripada,109.0,Unhealthy for Sensitive Groups,1.0,Good,25.0,Good,4.0,Good,109.0,L2,0.865334512
18419.0,Belize,Belmopan,59.0,Moderate,1.0,Good,24.0,Good,0.0,Good,59.0,L1,7.546787104
18420.0,United States of America,Berkeley Heights,49.0,Good,1.0,Good,46.0,Good,1.0,Good,49.0,L0,-1.603830861
18421.0,United States of America,Billerica,40.0,Good,1.0,Good,36.0,Good,1.0,Good,40.0,L0,-0.709555156
18422.0,Brazil,Boca Do Acre,30.0,Good,1.0,Good,5.0,Good,0.0,Good,30.0,L0,3.755123629
18423.0,Romania,Bolintinu Din Vale,56.0,Moderate,1.0,Good,47.0,Good,1.0,Good,56.0,L1,8.658200562
18424.0,Brazil,Brasileia,30.0,Good,1.0,Good,8.0,Good,1.0,Good,30.0,L0,2.309071788
18425.0,United Kingdom of Great Britain and Northern Ireland,Bridlington,43.0,Good,1.0,Good,38.0,Good,1.0,Good,43.0,L0,6.892876421
18426.0,Turkey,Bucak,56.0,Moderate,1.0,,42.0,Good,0.0,Good,56.0,L1,9.520676414
18427.0,Colombia,Buga,17.0,Good,1.0,Good,13.0,Good,1.0,Good,17.0,L0,-0.05574292
18428.0,Kenya,Butere,112.0,Unhealthy for Sensitive Groups,1.0,Good,17.0,Good,2.0,Good,112.0,L2,-0.225827978
18429.0,United States of America,Butte,46.0,Good,1.0,Good,27.0,Good,1.0,Good,46.0,L0,0.222422543
18430.0,Italy,Carovigno,77.0,Moderate,1.0,Good,31.0,Moderate,0.0,Good,77.0,L1,10.1654425
18431.0,Spain,Cartama,43.0,Good,1.0,Good,43.0,Good,0.0,Good,19.0,L0,-0.263285564
18432.0,Portugal,Charneca De Caparica,39.0,Good,1.0,,39.0,Good,1.0,Good,22.0,L0,8.874748693
18433.0,France,Chateauroux,58.0,Moderate,1.0,Good,38.0,Good,0.0,Good,58.0,L1,2.487497346
18434.0,United Kingdom of Great Britain and Northern Ireland,Cheshunt,33.0,Good,1.0,Good,31.0,Good,1.0,Good,33.0,L0,12.58106042
18435.0,India,Chhatarpur,50.0,Unhealthy,1.0,Good,31.0,Moderate,3.0,Good,50.0,L3,4.2395104225
18436.0,United States of America,Claremore,56.0,Moderate,1.0,,46.0,Good,3.0,Good,56.0,L1,8.957312569
18437.0,Portugal,Abrantes,34.0,Good,1.0,Good,34.0,Good,1.0,Good,16.0,L0,-4.433014057
18438.0,Brazil,Acarau,44.0,Good,1.0,Good,22.0,Good,0.0,Good,44.0,L0,4.2395104225
18439.0,Eritrea,Addi Ugri,75.0,Moderate,1.0,,26.0,Good,0.0,Good,75.0,L1,4.105886148
18440.0,Benin,Allada,79.0,Moderate,1.0,Good,18.0,Good,1.0,Good,79.0,L1,10.13325004
18441.0,United States of America,Allouez,30.0,Good,1.0,Good,31.0,Good,3.0,Good,28.0,L0,6.305050028
18442.0,Spain,Muros,36.0,Good,1.0,Good,31.0,Good,2.0,Good,15.0,L0,0.182035288
18443.0,Myanmar,Myanaung,42.0,Good,1.0,Good,23.0,Good,0.0,Good,42.0,L0,-5.42992846
18444.0,India,Narayanavanam,72.0,Moderate,1.0,Good,27.0,Good,0.0,Good,72.0,L1,6.648954807
18445.0,Spain,Naron,34.0,Good,1.0,Good,31.0,Good,2.0,Good,20.0,L0,13.09299226
18446.0,United States of America,Nashua,68.0,Moderate,1.0,,14.0,Good,1.0,Good,68.0,L1,2.249720707
18447.0,United States of America,Newton,41.0,Good,1.0,,37.0,Good,2.0,Good,41.0,L0,7.926063235
18448.0,United States of America,Norman,78.0,Moderate,1.0,Good,31.0,Good,2.0,Good,78.0,L1,16.81467021
18449.0,Cameroon,Obala,86.0,Moderate,1.0,Good,24.0,Good,0.0,Good,86.0,L1,4.651397987
18450.0,Uzbekistan,Ohangaron,109.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,109.0,L2,2.952571635
18451.0,China,Linshui,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,7.0,Good,50.0,L3,13.7986602
18452.0,Germany,Lubbenau,65.0,Moderate,1.0,Good,36.0,Good,2.0,Good,65.0,L1,2.378242501
18453.0,France,Luce,74.0,Moderate,1.0,Good,31.0,Good,5.0,Good,74.0,L1,10.49616493
18454.0,Russian Federation,Lyubinskiy,38.0,Good,1.0,Good,35.0,Good,0.0,Good,38.0,L0,1.779962871
18455.0,South Africa,Mabopane,50.0,Very Unhealthy,1.0,Good,31.0,Good,1.0,Good,50.0,L4,4.2395104225
18456.0,India,Mahbubnagar,65.0,Moderate,1.0,Good,23.0,Good,1.0,Good,65.0,L1,-5.212222104
18457.0,Croatia,Makarska,58.0,Moderate,1.0,,35.0,Good,1.0,Good,58.0,L1,2.622082417
18458.0,United States of America,Manassas,47.0,Good,1.0,Good,39.0,Good,6.0,Good,47.0,L0,-1.237898297
18459.0,,Marina,37.0,Good,1.0,Good,37.0,Good,3.0,Good,27.0,L0,5.53031999
18460.0,Germany,Marl,36.0,Good,1.0,Good,33.0,Good,2.0,Good,36.0,L0,-4.521160941
18461.0,Egypt,Marsa Matruh,59.0,Moderate,1.0,Good,57.0,Moderate,0.0,Good,59.0,L1,8.699437973
18462.0,India,Medak,101.0,Unhealthy for Sensitive Groups,1.0,,27.0,Good,0.0,Good,101.0,L2,-0.555865172
18463.0,United States of America,Medford,68.0,Moderate,1.0,Good,21.0,Good,1.0,Good,68.0,L1,16.3206435
18464.0,United States of America,Melrose Park,52.0,Moderate,1.0,Good,31.0,Good,1.0,Good,52.0,L1,12.45378697
18465.0,United States of America,Mililani Town,31.0,Good,1.0,Good,31.0,Good,0.0,Good,30.0,L0,4.678227344
18466.0,United States of America,Millville,77.0,Moderate,1.0,Good,54.0,Moderate,2.0,Good,77.0,L1,-3.889949156
18467.0,Myanmar,Minbu,25.0,Good,1.0,Good,25.0,Good,0.0,Good,19.0,L0,-1.139444291
18468.0,Dominican Republic,Monte Cristi,63.0,Moderate,1.0,Good,18.0,Good,5.0,Good,63.0,L1,-0.681446467
18469.0,France,Montelimar,50.0,Unhealthy for Sensitive Groups,1.0,Good,22.0,Good,4.0,Good,50.0,L2,1.744367848
18470.0,United States of America,Morgan City,51.0,Moderate,1.0,Good,31.0,Good,1.0,Good,51.0,L1,9.883927679
18471.0,Brazil,Presidente Olegario,42.0,Good,1.0,Good,6.0,Good,2.0,Good,42.0,L0,3.036781045
18472.0,Egypt,Qena,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,0.0,Good,50.0,L2,0.510680908
18473.0,Israel,Qiryat Bialik,82.0,Moderate,1.0,Good,46.0,Good,6.0,Good,82.0,L1,1.860452599
18474.0,Brazil,Quixeramobim,23.0,Good,1.0,Good,11.0,Good,1.0,Good,23.0,L0,-0.65918877
18475.0,Tunisia,Qurunbaliyah,52.0,Moderate,1.0,Good,52.0,Moderate,2.0,Good,42.0,L0,6.463097464
18476.0,Republic of North Macedonia,Lipkovo,86.0,Moderate,1.0,Good,47.0,Good,0.0,Good,86.0,L1,-4.335451935
18477.0,United States of America,Little Ferry,74.0,Moderate,1.0,Good,18.0,Good,1.0,Good,74.0,L1,6.09089305
18478.0,Russian Federation,Lokomotivnyy,36.0,Good,1.0,Good,31.0,Good,0.0,Good,19.0,L0,5.917734165
18479.0,Brazil,Luz,40.0,Good,1.0,Good,6.0,Good,2.0,Good,40.0,L0,-4.876823303
18480.0,Belgium,Machelen,58.0,Moderate,1.0,Good,30.0,Good,6.0,Good,58.0,L1,-3.287634626
18481.0,Myanmar,Mae Sai,34.0,Good,1.0,Good,23.0,Good,0.0,Good,34.0,L0,3.561463283
18482.0,Russian Federation,Magdagachi,52.0,Moderate,1.0,Good,26.0,Good,0.0,Good,52.0,L1,11.00491324
18483.0,Indonesia,Majalaya,84.0,Moderate,1.0,Good,48.0,Good,1.0,Good,84.0,L1,11.61364062
18484.0,India,Malkangiri,50.0,Unhealthy,1.0,Good,47.0,Good,0.0,Good,50.0,L3,2.557651093
18485.0,Turkey,Manisa,86.0,Moderate,1.0,Good,48.0,Good,1.0,Good,86.0,L1,10.84644217
18486.0,United States of America,Rosedale,42.0,Good,1.0,Good,30.0,Good,1.0,Good,42.0,L0,2.201866498
18487.0,United States of America,Rutherford,71.0,Moderate,1.0,Good,19.0,Good,1.0,Good,71.0,L1,3.95896565
18488.0,Japan,Sadowara,26.0,Good,1.0,Good,26.0,Good,1.0,Good,21.0,L0,2.470077514
18489.0,Mexico,Ramos Arizpe,81.0,Moderate,1.0,Good,12.0,Good,5.0,Good,81.0,L1,9.797324566
18490.0,Italy,Ravenna,70.0,Moderate,1.0,Good,49.0,Good,1.0,Good,70.0,L1,0.755009024
18491.0,France,Rennes,51.0,Moderate,1.0,Good,27.0,Good,3.0,Good,51.0,L1,1.809753506
18492.0,Switzerland,Richterswil,53.0,Moderate,1.0,Good,30.0,Good,1.0,Good,53.0,L1,-2.440838051
18493.0,Brazil,Rio Claro,50.0,Unhealthy,1.0,Good,4.0,Good,1.0,Good,50.0,L3,10.95513257
18494.0,Colombia,Riohacha,50.0,Unhealthy,1.0,Good,22.0,Good,0.0,Good,50.0,L3,8.46669595
18495.0,United States of America,Rogers,49.0,Good,1.0,Good,33.0,Good,4.0,Good,49.0,L0,10.57312387
18496.0,Viet Nam,Son Tay,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,2.367097555
18497.0,Belgium,Sprimont,63.0,Moderate,1.0,Good,35.0,Good,4.0,Good,63.0,L1,1.885517529
18498.0,Bulgaria,Stara Zagora,54.0,Moderate,1.0,Good,44.0,Good,0.0,Good,54.0,L1,10.02733962
18499.0,Russian Federation,Stavropol,36.0,Good,1.0,Good,28.0,Good,1.0,Good,36.0,L0,4.960845864
18500.0,United States of America,Lake Mary,59.0,Moderate,1.0,Good,31.0,Good,1.0,Good,59.0,L1,3.970523755
18501.0,United States of America,Lakeland,67.0,Moderate,1.0,Good,1.0,Good,1.0,Good,67.0,L1,5.652665962
18502.0,France,Le Kremlin Bicetre,72.0,Moderate,1.0,,27.0,Good,6.0,Good,72.0,L1,8.307292734
18503.0,South Africa,Lebowakgomo,50.0,Unhealthy,1.0,Good,24.0,Good,6.0,Good,50.0,L3,14.22957966
18504.0,Sweden,Lerum,42.0,Good,1.0,,42.0,Good,2.0,Good,24.0,L0,0.923070383
18505.0,Brazil,Missao Velha,37.0,Good,1.0,Good,9.0,Good,3.0,Good,37.0,L0,8.20529758
18506.0,Guatemala,Mixco,87.0,Moderate,1.0,Good,6.0,Good,7.0,Good,87.0,L1,-0.414425249
18507.0,United Republic of Tanzania,Mkuranga,35.0,Good,1.0,Good,19.0,Good,0.0,Good,35.0,L0,8.610622121
18508.0,Central African Republic,Mongoumba,83.0,Moderate,1.0,,19.0,Good,0.0,Good,83.0,L1,2.920228941
18509.0,Russian Federation,Monino,65.0,Moderate,1.0,Good,18.0,Good,1.0,Good,65.0,L1,6.53944971
18510.0,United States of America,Montclair,69.0,Moderate,1.0,Good,20.0,Good,1.0,Good,69.0,L1,4.776185245
18511.0,Mali,Markala,74.0,Moderate,1.0,,16.0,Good,0.0,Good,74.0,L1,1.418110999
18512.0,Morocco,Marrakesh,52.0,Moderate,1.0,Good,25.0,Good,3.0,Good,52.0,L1,10.58785461
18513.0,Jamaica,May Pen,50.0,Unhealthy for Sensitive Groups,1.0,Good,16.0,Good,7.0,Good,50.0,L2,9.314530555
18514.0,Germany,Merzig,64.0,Moderate,1.0,Good,33.0,Good,1.0,Good,64.0,L1,3.505243349
18515.0,Uganda,Mukono,94.0,Moderate,1.0,,23.0,Good,1.0,Good,94.0,L1,16.1258569
18516.0,United Republic of Tanzania,Muriti,59.0,Moderate,1.0,Good,18.0,Good,0.0,Good,59.0,L1,8.698745965
18517.0,United States of America,Muskegon Heights,54.0,Moderate,1.0,,31.0,Good,4.0,Good,54.0,L1,-0.227386325
18518.0,Zimbabwe,Mutare,29.0,Good,1.0,Good,31.0,Good,0.0,Good,29.0,L0,-7.501741475
18519.0,Burundi,Muyinga,64.0,Moderate,1.0,Good,17.0,Good,1.0,Good,64.0,L1,7.934302491
18520.0,United Republic of Tanzania,Namikupa,26.0,Good,1.0,Good,22.0,Good,0.0,Good,26.0,L0,8.917490274
18521.0,,Naruto,27.0,Good,1.0,Good,27.0,Good,3.0,Good,22.0,L0,6.853253325
18522.0,Japan,Natori,94.0,Moderate,1.0,Good,31.0,Moderate,2.0,Good,64.0,L1,11.66981861
18523.0,India,Navsari,50.0,Unhealthy for Sensitive Groups,1.0,Good,26.0,Good,0.0,Good,114.0,L2,0.80843576
18524.0,France,Neuilly Sur Marne,71.0,Moderate,1.0,Good,28.0,Good,6.0,Good,71.0,L1,5.013879181
18525.0,United States of America,New Bern,45.0,Good,1.0,Good,45.0,Good,3.0,Good,26.0,L0,3.335291966
18526.0,Poland,Nidzica,34.0,Good,1.0,Good,34.0,Good,1.0,Good,24.0,L0,5.006106142
18527.0,Belgium,Ninove,66.0,Moderate,1.0,Good,30.0,Good,6.0,Good,66.0,L1,7.637213912
18528.0,Japan,Ome,62.0,Moderate,1.0,Good,52.0,Moderate,1.0,Good,62.0,L1,11.96184834
18529.0,Italy,Opera,66.0,Moderate,1.0,Good,37.0,Good,3.0,Good,66.0,L1,13.01347111
18530.0,Philippines,Orion,43.0,Good,1.0,Good,31.0,Good,1.0,Good,43.0,L0,12.13285384
18531.0,Russian Federation,Osinniki,43.0,Good,1.0,,43.0,Good,1.0,Good,29.0,L0,7.145405561
18532.0,Sweden,Oskarshamn,37.0,Good,1.0,Good,37.0,Good,0.0,Good,18.0,L0,2.088887547
18533.0,Portugal,Ourem,30.0,Good,1.0,Good,30.0,Good,2.0,Good,21.0,L0,4.929492159
18534.0,India,Pakaur,85.0,Moderate,1.0,Good,47.0,Good,1.0,Good,85.0,L1,8.876163802
18535.0,Italy,Palagonia,56.0,Moderate,1.0,,44.0,Good,1.0,Good,56.0,L1,4.475340325
18536.0,Indonesia,Palimanan,67.0,Moderate,1.0,Good,48.0,Good,1.0,Good,67.0,L1,-0.768971599
18537.0,Ghana,Kpandu,66.0,Moderate,1.0,Good,17.0,Good,1.0,Good,66.0,L1,1.488141756
18538.0,,Kristiansund,29.0,Good,1.0,Good,29.0,Good,0.0,Good,11.0,L0,8.140210001
18539.0,Spain,La Baneza,19.0,Good,1.0,Good,19.0,Good,1.0,Good,16.0,L0,0.767496886
18540.0,France,La Garenne Colombes,71.0,Moderate,1.0,Good,28.0,Good,5.0,Good,71.0,L1,5.72086591
18541.0,United States of America,La Puente,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,1.0,Good,50.0,L2,8.807893108
18542.0,Indonesia,Labuhan Deli,103.0,Unhealthy for Sensitive Groups,1.0,,31.0,Moderate,1.0,Good,103.0,L2,1.139003244
18543.0,Germany,Norden,43.0,Good,1.0,Good,30.0,Good,4.0,Good,43.0,L0,2.943646364
18544.0,United States of America,North Branch,50.0,Good,1.0,Good,28.0,Good,4.0,Good,50.0,L0,1.510913712
18545.0,United States of America,North Creek,80.0,Moderate,1.0,Good,24.0,Good,1.0,Good,80.0,L1,2.14096403
18546.0,United States of America,North Las Vegas,57.0,Moderate,1.0,Good,12.0,Good,1.0,Good,57.0,L1,0.308455104
18547.0,Philippines,Noveleta,48.0,Good,1.0,,27.0,Good,1.0,Good,48.0,L0,3.296983858
18548.0,Ukraine,Novyy Buh,35.0,Good,1.0,,35.0,Good,1.0,Good,18.0,L0,6.890850507
18549.0,United States of America,Odenton,49.0,Good,1.0,Good,29.0,Good,1.0,Good,49.0,L0,9.402900476
18550.0,United States of America,San Fernando,109.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,1.0,Good,109.0,L2,0.429261538
18551.0,Guatemala,San Francisco Zapotitlan,99.0,Moderate,1.0,Good,7.0,Good,1.0,Good,99.0,L1,15.43201897
18552.0,Guatemala,San Juan Cotzal,52.0,Moderate,1.0,Good,7.0,Good,4.0,Good,52.0,L1,5.264727445
18553.0,Argentina,San Juan,26.0,Good,1.0,Good,8.0,Good,4.0,Good,26.0,L0,-1.83514362
18554.0,Italy,San Martino Di Lupari,67.0,Moderate,1.0,Good,39.0,Good,2.0,Good,67.0,L1,1.781510833
18555.0,Portugal,Santarem,29.0,Good,1.0,Good,29.0,Good,3.0,Good,24.0,L0,-5.586928839
18556.0,Brazil,Sao Bernardo,26.0,Good,1.0,Good,11.0,Good,0.0,Good,26.0,L0,-6.108792018
18557.0,Brazil,Sao Jeronimo,19.0,Good,1.0,,15.0,Good,2.0,Good,19.0,L0,12.40712511
18558.0,Brazil,Sao Jose Do Rio Preto,36.0,Good,1.0,Good,4.0,Good,1.0,Good,36.0,L0,0.303495282
18559.0,Japan,Shimminato,39.0,Good,1.0,Good,39.0,Good,0.0,Good,23.0,L0,6.484461922
18560.0,Japan,Shiroi,40.0,Good,1.0,Good,39.0,Good,2.0,Good,40.0,L0,3.244044464
18561.0,United States of America,Shively,56.0,Moderate,1.0,Good,30.0,Good,1.0,Good,56.0,L1,5.689048635
18562.0,United States of America,Sidney,50.0,Good,1.0,Good,26.0,Good,1.0,Good,50.0,L0,5.640135696
18563.0,Italy,Siena,40.0,Good,1.0,Good,40.0,Good,2.0,Good,27.0,L0,-6.620103176
18564.0,Sudan,Sinkat,50.0,Unhealthy,1.0,,24.0,Good,0.0,Good,50.0,L3,10.39271068
18565.0,Belgium,Sint Truiden,39.0,Good,1.0,,31.0,Good,1.0,Good,39.0,L0,3.306450037
18566.0,United States of America,Skokie,82.0,Moderate,1.0,Good,31.0,Good,1.0,Good,82.0,L1,3.078597634
18567.0,Croatia,Slavonski Brod,56.0,Moderate,1.0,Good,30.0,Good,1.0,Good,56.0,L1,6.140032353
18568.0,Bulgaria,Sliven,39.0,Good,1.0,Good,39.0,Good,0.0,Good,24.0,L0,0.194406016
18569.0,France,Sotteville Les Rouen,40.0,Good,1.0,Good,21.0,Good,3.0,Good,40.0,L0,4.841059851
18570.0,France,Sucy En Brie,50.0,Good,1.0,Good,22.0,Good,5.0,Good,50.0,L0,2.973004365
18571.0,Poland,Swietochlowice,49.0,Good,1.0,Good,27.0,Good,2.0,Good,49.0,L0,7.355050551
18572.0,China,Tainan,78.0,Moderate,1.0,Good,33.0,Good,7.0,Good,78.0,L1,4.530268501
18573.0,India,Tajpur,50.0,Hazardous,1.0,Good,31.0,Moderate,1.0,Good,50.0,L5,-1.350101229
18574.0,Chile,Talcahuano,54.0,Moderate,1.0,Good,9.0,Good,1.0,Good,54.0,L1,7.411709329
18575.0,Estonia,Tallinn,96.0,Moderate,1.0,Good,25.0,Good,5.0,Good,96.0,L1,6.046927378
18576.0,Mexico,Tamuin,55.0,Moderate,1.0,Good,21.0,Good,2.0,Good,55.0,L1,-5.304986231
18577.0,Brazil,Taquari,34.0,Good,1.0,Good,13.0,Good,2.0,Good,34.0,L0,4.788281463
18578.0,Russian Federation,Tbilisskaya,40.0,Good,1.0,,40.0,Good,2.0,Good,31.0,L0,1.11278117
18579.0,Mexico,Tecate,62.0,Moderate,1.0,Good,19.0,Good,1.0,Good,62.0,L1,7.328783182
18580.0,Belgium,Temse,42.0,Good,1.0,Good,24.0,Good,5.0,Good,42.0,L0,-0.475263283
18581.0,France,Issoudun,44.0,Good,1.0,Good,20.0,Good,3.0,Good,44.0,L0,-2.23191781
18582.0,Brazil,Itajuipe,39.0,Good,1.0,Good,8.0,Good,3.0,Good,39.0,L0,9.70062149
18583.0,India,Jaitaran,50.0,Unhealthy,1.0,Good,36.0,Good,0.0,Good,50.0,L3,6.215739914
18584.0,Finland,Jamsa,35.0,Good,1.0,Good,35.0,Good,1.0,Good,34.0,L0,3.767102068
18585.0,India,Jansath,50.0,Hazardous,1.0,Good,48.0,Good,1.0,Good,50.0,L5,5.988835438
18586.0,Brazil,Jarinu,90.0,Moderate,1.0,Good,8.0,Good,1.0,Good,90.0,L1,9.652073333
18587.0,Germany,Nordhorn,32.0,Good,1.0,Good,32.0,Good,2.0,Good,27.0,L0,3.749051499
18588.0,United States of America,Normal,54.0,Moderate,1.0,Good,16.0,Good,1.0,Good,54.0,L1,-0.442531442
18589.0,United States of America,North Royalton,48.0,Good,1.0,,31.0,Good,1.0,Good,48.0,L0,5.297346591
18590.0,France,Noumea,28.0,Good,1.0,Good,28.0,Good,0.0,Good,7.0,L0,7.011108406
18591.0,Slovakia,Nova Dubnica,43.0,Good,1.0,Good,28.0,Good,1.0,Good,43.0,L0,6.765906911
18592.0,Germany,Nuremberg,29.0,Good,1.0,,29.0,Good,1.0,Good,26.0,L0,2.296519184
18593.0,United States of America,Oak Ridge,50.0,Good,1.0,Good,16.0,Good,1.0,Good,50.0,L0,6.626455224
18594.0,Japan,Ogaki,52.0,Moderate,1.0,Good,31.0,Good,4.0,Good,52.0,L1,2.683775349
18595.0,Japan,Ogori,46.0,Good,1.0,Good,46.0,Good,1.0,Good,41.0,L0,9.020876077
18596.0,Italy,Oleggio,34.0,Good,1.0,Good,34.0,Good,3.0,Good,30.0,L0,10.5359029
18597.0,India,Ondal,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,-2.680912764
18598.0,India,Palia Kalan,50.0,Hazardous,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L5,11.17967211
18599.0,Uganda,Pallisa,73.0,Moderate,1.0,Good,34.0,Good,1.0,Good,73.0,L1,4.2395104225
18600.0,Netherlands,Enkhuizen,38.0,Good,1.0,Good,38.0,Good,0.0,Good,36.0,L0,4.627941677
18601.0,Germany,Eschwege,55.0,Moderate,1.0,Good,46.0,Good,0.0,Good,55.0,L1,8.718786469
18602.0,Somalia,Eyl,73.0,Moderate,1.0,Good,19.0,Good,0.0,Good,73.0,L1,-1.235482657
18603.0,United States of America,Farragut,40.0,Good,1.0,Good,40.0,Good,5.0,Good,33.0,L0,1.281465814
18604.0,China,Fengkou,50.0,Unhealthy,1.0,Good,2.0,Good,1.0,Good,50.0,L3,4.2395104225
18605.0,China,Fengrun,110.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,110.0,L2,7.187753419
18606.0,Brazil,Florestopolis,34.0,Good,1.0,Good,19.0,Good,0.0,Good,34.0,L0,-2.759119529
18607.0,India,Fort Gloster,50.0,Unhealthy,1.0,Good,11.0,Good,1.0,Good,50.0,L3,15.5366931
18608.0,United States of America,Foxborough,46.0,Good,1.0,,31.0,Good,2.0,Good,46.0,L0,7.981915252
18609.0,United States of America,Franklin Park,60.0,Moderate,1.0,Good,30.0,Good,5.0,Good,60.0,L1,-2.692618919
18610.0,Italy,Frosinone,68.0,Moderate,1.0,Good,31.0,Moderate,0.0,Good,45.0,L0,4.695659442
18611.0,Japan,Fujioka,73.0,Moderate,1.0,Good,7.0,Good,1.0,Good,73.0,L1,6.342253038
18612.0,United States of America,Gary,61.0,Moderate,1.0,Good,35.0,Good,4.0,Good,61.0,L1,2.293421189
18613.0,Nigeria,Gbongan,79.0,Moderate,1.0,Good,43.0,Good,0.0,Good,79.0,L1,8.082627207
18614.0,Belgium,Genappe,54.0,Moderate,1.0,Good,40.0,Good,1.0,Good,54.0,L1,5.813296256
18615.0,Russian Federation,Sovetskaya Gavan,81.0,Moderate,1.0,Good,19.0,Good,1.0,Good,81.0,L1,7.337835765
18616.0,United States of America,Starkville,50.0,Unhealthy for Sensitive Groups,1.0,Good,40.0,Good,4.0,Good,50.0,L2,12.7044531
18617.0,United States of America,Steger,57.0,Moderate,1.0,Good,38.0,Good,3.0,Good,57.0,L1,6.603052134
18618.0,United Kingdom of Great Britain and Northern Ireland,Stockton On Tees,40.0,Good,1.0,Good,38.0,Good,0.0,Good,40.0,L0,11.66737559
